microbe_0,0.008046787144183864
microbe_1,0.012198993073510203
microbe_2,0.043936524283290306
microbe_3,0.018734489437534984
microbe_4,0.006062783559322438
microbe_5,0.020219105881269153
microbe_6,0.01781206422870602
microbe_7,0.02011050274803704
microbe_8,0.023141095895533943
microbe_9,0.0415654620058743
microbe_10,0.006091107228581163
microbe_11,0.025651189622813896
microbe_12,0.043634315162343174
microbe_13,0.0011646827315690447
microbe_14,0.023937500408678144
microbe_15,0.0380459592089574
microbe_16,0.014229284188311991
microbe_17,0.00985623836086464
microbe_18,0.01081494651736042
microbe_19,0.02640646735247408
microbe_20,0.000822178663387463
microbe_21,0.004571561829746752
microbe_22,0.006417324234365903
microbe_23,0.02723190611969772
microbe_24,0.0211249050056922
microbe_25,0.0230479869170662
microbe_26,0.003201935122444438
microbe_27,0.010466327375190347
microbe_28,0.0
microbe_29,0.028622671869100544
microbe_30,0.04739710199741138
microbe_31,0.013339215954735056
microbe_32,0.03991011875816257
microbe_33,0.01002758812970871
microbe_34,0.02013204585117521
microbe_35,0.027671075188561677
microbe_36,0.023550266795724837
microbe_37,0.03165043561183193
microbe_38,0.00722723655832411
microbe_39,0.015239221024195183
microbe_40,0.022892223688112022
microbe_41,0.008312455369058665
microbe_42,0.008478385138433906
microbe_43,0.025233591768872354
microbe_44,0.003838681197007667
microbe_45,0.012273062329574539
microbe_46,0.0
microbe_47,0.017583908338342197
microbe_48,0.02094789342629496
microbe_49,0.02677434035667523
